"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Apr 16 14:31:54 AST 2023","Sun Apr 16 14:32:22 AST 2023","27514","","Switch between map styles from right side menu","","","","authentication",""
